date,section,lead_paragraph
2018-09-27 15:00:08+00:00,World,"BEIJING — China stoutly defended on Thursday its right to publish in an American newspaper a supplement that President Trump attacked as interfering in the United States elections, saying the publication was lawful and commonplace."
2019-05-21 13:54:41+00:00,World,"COLOMBO, Sri Lanka — Even before the coordinated bombings that killed 250 people last month, Sri Lanka’s president and prime minister were in trouble — largely of their own making."
2018-09-20 07:00:01+00:00,U.S.,"For two years, Americans have tried to absorb the details of the 2016 attack: spies, leaked emails, social media fraud — and President Trump’s claims that it’s all a hoax. The Times explores what we know and what it means."
2019-04-20 09:36:20+00:00,World,"KRYVYI RIH, Ukraine — As a university student in Kryvyi Rih, a gritty industrial city in eastern Ukraine, the comedian who is now the strong favorite to win Ukraine’s presidential election showed an early grasp of what it takes to succeed when politics merge with entertainment: a flair for grabbing attention and scripting the narrative without getting tripped up by details."
2019-03-11 17:13:26+00:00,Business Day,"Turkey has entered a recession, recording two consecutive quarters of falling economic growth, according to government figures released Monday, casting a blow for President Recep Tayyip Erdogan ahead of critical local elections at the end of the month."
2018-11-07 16:12:56+00:00,U.S.,"President Trump held a news conference on the results of the midterm elections, in which Republicans kept control of the Senate and Democrats took the House."
2018-11-07 11:55:12+00:00,Business Day,Good Wednesday. Want this by email? Sign up here.
2019-04-20 09:00:09+00:00,World,"NASHIK, India — Fed up with unfulfilled government promises to improve their lives, 35,000 farmers came in from their fields around the city of Nashik last year and marched 100 miles to Mumbai to demand help."
2018-11-05 14:01:59+00:00,U.S.,"Nate Cohn, who covers polling and demographics for The New York Times, describes what informs our election night forecast tool known as the needle."
2019-05-30 20:16:31+00:00,World,"ROME — Not long ago, the Five Star movement looked like the power to be reckoned with in Italian politics. The internet-based party stormed the political establishment last year to become the dominant force in Italy’s government."
2018-09-12 02:19:43+00:00,U.S.,"WASHINGTON — The Trump administration is preparing a new executive order to allow sanctions of foreign citizens suspected of interference in the American elections, officials who have reviewed the order said."
2018-11-27 10:00:12+00:00,U.S.,"JACKSON, Miss. — The final Senate race of the year will end on Tuesday, when Mississippi voters will settle a runoff election between Senator Cindy Hyde-Smith, a Republican, and her Democratic challenger, Mike Espy, after a campaign that called forth unsettling reminders of the state’s racist history."
2019-04-07 20:28:54+00:00,World,"JERUSALEM — As Israelis get ready to go to the polls on Tuesday, a stark, fateful and long-deferred choice has suddenly reappeared to confront them after Prime Minister Benjamin Netanyahu’s unexpected promise to begin extending sovereignty over the West Bank if he is re-elected."
2019-04-26 22:12:50+00:00,New York,[What you need to know to start the day: Get New York Today in your inbox.]
2018-10-07 17:32:31+00:00,World,"MOSCOW — The Baltic state of Latvia, governed since the 1991 collapse of the Soviet Union by political forces inclined toward Europe and wary of Russia, on Sunday became the latest country whiplashed by rising populism with the announcement of election results that showed strong support for pro-Russia and anti-establishment parties."
2019-02-21 20:00:32+00:00,U.S.,"RALEIGH, N.C. — North Carolina officials on Thursday ordered a new contest in the Ninth Congressional District after the Republican candidate, confronted by evidence that his campaign had financed an illegal voter-turnout effort, called for a new election."
2019-02-26 22:12:51+00:00,U.S.,"WASHINGTON — The American military took down a Russian troll farm last Election Day in a cyberattack that continued for several days after the vote, part of what United States officials have said is a persistent campaign to block and deter interference in American democracy."
2018-11-07 10:40:31+00:00,Briefing, (Want to get this briefing by email? Here’s the sign-up.)
2019-04-11 23:28:48+00:00,U.S.,"WASHINGTON — In June 2016, five months before the American presidential election, Julian Assange made a bold prediction during a little-noticed interview with a British television show."
2019-01-17 20:38:27+00:00,Arts,Watching HBO’s “Brexit” as an American is like going to a movie with the knowledge that you’re living in the sequel.
2018-11-05 19:16:54+00:00,Briefing,(Want to get this briefing by email? Here’s the sign-up.)
2018-11-06 10:42:04+00:00,Briefing, (Want to get this briefing by email? Here’s the sign-up.)
2019-05-25 13:54:34+00:00,World,"BERLIN — For years, Chancellor Angela Merkel of Germany has been fighting to expand the digital skills of the nation’s work force and to get more youths engaged in politics."
2018-12-19 10:47:53+00:00,New York, [Want to get New York Today by email? Here's the sign-up.]
2018-11-04 19:01:59+00:00,Briefing,(Want to get this briefing by email? Here’s the sign-up.)
2019-01-04 22:02:39+00:00,U.S.,"Senator Pat Roberts, Republican of Kansas, said he will not be seeking re-election for fifth term in 2020. Mr. Roberts, who never lost a race for office, will leave as the longest-serving lawmaker in the state’s history."
2018-10-02 09:00:01+00:00,U.S.,"The midterm elections are around the corner. If you haven’t been keeping up with what’s going on, or have been and are still confused, take a look at our cheat sheet."
2018-09-15 15:22:39+00:00,World,"KABUL, Afghanistan — Protesters demanding anti-fraud measures shut down the offices of Afghanistan’s election commission in three of the country’s major provinces on Saturday, just weeks before a vote for Parliament, the latest symptom of a political logjam that could turn violent amid a raging war with the Taliban."
2018-11-06 14:51:57+00:00,U.S.,See live U.S. House results and maps.
2018-11-07 09:30:44+00:00,U.S.,The first Native American and Muslim women elected to Congress. The first female governors in Maine and South Dakota. Here are some of the new leaders who will soon be taking office.
2019-04-03 19:08:31+00:00,World,"ISTANBUL — Even before the important election of Istanbul’s mayor has been settled, the opposition candidate, who claims to have won, is challenging President Recep Tayyip Erdogan by pressing ahead with his promise to have an independent audit of the city’s books."
2018-10-08 23:10:34+00:00,U.S.,— interview on “Fox News Sunday” on Sunday
2019-04-04 11:17:00+00:00,World,"BANGKOK — Thailand’s military junta is targeting a popular new pro-democracy party, accusing its leader of causing disorder that could lead to rebellion even as the seat allotments from last week’s parliamentary elections are being calculated."
2018-07-26 02:05:43+00:00,The Upshot,An interactive map lets readers explore the 2016 election in new detail.
2018-10-22 18:22:26+00:00,U.S.,Democrats have to defend more than twice as many seats as Republicans in their bid to flip the Senate.
2018-08-21 14:15:30+00:00,U.S.,See full results and maps from the Alaska primaries.
2018-11-05 10:35:58+00:00,Briefing, (Want to get this briefing by email? Here’s the sign-up.)
2019-02-26 20:31:06+00:00,U.S.,"Mark Harris, the North Carolina Republican who nearly won a seat in Congress last year but saw his political fortunes collapse after the revelation that his campaign had financed a fraud-tainted voter-turnout effort, said on Tuesday that he would not run in a new election."
