year_type,year,organization_group_code,organization_group,department_code,department,union_code,union,job_family_code,job_family,job_code,job,employee_identifier,salaries,overtime,other_salaries,total_salary,retirement,health_dental,other_benefits,total_benefits,total_compensation
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8216,Senior Parking Control Officer,15671,73375.2,18918.62,3422.91,95716.73,16599.79,12500.56,7793.15,36893.5,132610.23
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",9100,Street Transit,9131,"Station Agent, Muni Railway",3513,76289.22,14447.61,3128.99,93865.82,16102.93,11507.83,7659.22,35269.98,129135.8
Fiscal,2015,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2700,Housekeeping & Laundry,2736,Porter,36500,13423.91,0.0,741.43,14165.34,0.0,3616.06,1096.69,4712.75,18878.09
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,351,Municipal Executive Association - Miscellaneous,9100,Street Transit,9172,"Manager II, MTA",24478,11870.07,0.0,0.0,11870.07,2209.02,1433.6,3038.17,6680.79,18550.86
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,42884,64048.82,4632.5,2142.29,70823.61,15179.6,12615.41,5163.29,32958.3,103781.91
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,27029,7530.72,391.98,29.62,7952.32,1786.63,2269.86,568.95,4625.44,12577.76
Fiscal,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1450,Executive Secretary 1,40226,36446.0,0.0,2446.61,38892.61,8174.83,6256.26,3182.18,17613.27,56505.88
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8214,Parking Control Officer,12119,61376.5,17817.85,995.94,80190.29,13925.47,12500.56,6186.59,32612.62,112802.91
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,46002,9832.29,437.24,54.27,10323.8,2361.52,3008.89,738.41,6108.82,16432.62
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,44510,14342.33,785.68,617.1,15745.11,4143.19,4554.08,1301.34,9998.61,25743.72
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,45884,67340.83,9964.09,1720.82,79025.74,18959.56,13274.39,6124.13,38358.08,117383.82
Fiscal,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,53327,55943.3,0.0,3873.3,59816.6,12688.67,12500.56,4939.08,30128.31,89944.91
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,6,"Electrical Workers, Local 6",9100,Street Transit,9145,Traffic Signal Electrician,22389,106953.01,7730.77,1872.52,116556.3,22067.6,12424.53,9169.85,43661.98,160218.28
Fiscal,2015,4,Community Health,DPH,Public Health,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1406,Senior Clerk,35628,2142.61,0.0,0.0,2142.61,552.79,492.42,165.89,1211.1,3353.71
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,18188,27297.73,2880.23,387.48,30565.44,6942.47,8496.2,2358.27,17796.94,48362.38
Calendar,2015,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2700,Housekeeping & Laundry,2736,Porter,37131,56531.02,0.0,2920.2,59451.22,11780.12,12424.5,4883.02,29087.64,88538.86
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,254,"Transport Workers - Fare Inspectors, Local 250-A",9100,Street Transit,9132,Transit Fare Inspector,17671,65869.49,10485.51,2943.33,79298.33,18292.25,12400.85,6446.7,37139.8,116438.13
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,48704,0.0,0.0,250.0,250.0,0.0,0.0,0.0,0.0,250.0
Fiscal,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,11236,55955.7,0.0,6745.55,62701.25,13666.31,12500.56,4806.24,30973.11,93674.36
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,14497,0.0,0.0,250.0,250.0,0.0,0.0,0.0,0.0,250.0
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,14932,64719.43,8089.87,4871.11,77680.41,17379.16,12961.72,5922.74,36263.62,113944.03
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,10597,67302.49,27256.92,689.63,95249.04,18625.45,13266.56,7234.63,39126.64,134375.68
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,200,"Transportation Workers, Local 200",9100,Street Transit,9139,Transit Supervisor,18155,64858.34,15450.05,2791.76,83100.15,14226.34,10031.59,6266.39,30524.32,113624.47
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,10796,605.53,227.08,0.0,832.61,171.36,0.0,65.77,237.13,1069.74
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,1840,55861.5,0.0,5547.66,61409.16,13559.83,12424.5,4965.09,30949.42,92358.58
Fiscal,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,1318,55955.7,0.0,5129.67,61085.37,13308.39,12500.56,5011.75,30820.7,91906.07
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,351,Municipal Executive Association - Miscellaneous,9100,Street Transit,9179,"Manager V, MTA",5970,145572.8,0.0,0.0,145572.8,31938.72,12500.56,17975.1,62414.38,207987.18
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,24764,12990.65,23.91,6055.53,19070.09,3964.81,2622.18,1383.09,7970.08,27040.17
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,25649,56531.0,0.0,5942.26,62473.26,12801.2,12424.5,4906.22,30131.92,92605.18
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,17003,67197.97,23712.04,1927.42,92837.43,18916.68,13240.88,7241.29,39398.85,132236.28
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,10116,67287.54,20297.38,4593.46,92178.38,21349.34,13475.27,7212.59,42037.2,134215.58
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",9100,Street Transit,9102,Transit Car Cleaner,27558,61929.2,28842.56,15798.41,106570.17,16433.18,12452.66,8520.85,37406.69,143976.86
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,52764,68690.79,15478.56,2626.92,86796.27,19552.84,13537.45,6732.2,39822.49,126618.76
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,43949,68011.14,12238.46,1757.55,82007.15,19073.68,13392.36,6190.54,38656.58,120663.73
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8214,Parking Control Officer,21550,61376.5,0.0,1055.59,62432.09,13917.04,12500.56,5121.37,31538.97,93971.06
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,3839,44801.95,2926.57,3221.27,50949.79,12450.32,13489.25,3814.33,29753.9,80703.69
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,18572,63544.16,6753.64,638.33,70936.13,14575.91,12519.24,5203.12,32298.27,103234.4
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",9100,Street Transit,9124,Sr Transit Information Clerk,44840,69497.19,0.0,0.0,69497.19,14287.84,12370.74,5603.27,32261.85,101759.04
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",8200,Protection & Apprehension,8201,School Crossing Guard,4718,2954.54,0.0,0.0,2954.54,0.0,1060.26,239.94,1300.2,4254.74
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,29629,65310.46,4145.26,1587.54,71043.26,19861.4,13079.79,5546.94,38488.13,109531.39
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,45971,3936.0,312.23,0.0,4248.23,1113.88,1245.26,325.71,2684.85,6933.08
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,23774,66073.65,8729.49,584.95,75388.09,18259.82,13020.76,5622.44,36903.02,112291.11
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",9100,Street Transit,9104,Transit Car Cleaner Asst Sprv,31553,67613.8,4246.6,13071.14,84931.54,17334.15,12404.77,6735.59,36474.51,121406.05
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,200,"Transportation Workers, Local 200",9100,Street Transit,9150,Train Controller,19782,36767.65,430.03,4559.57,41757.25,0.0,4303.78,3236.4,7540.18,49297.43
Calendar,2015,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2700,Housekeeping & Laundry,2736,Porter,30653,56531.0,0.0,6169.83,62700.83,12363.05,12424.5,4825.06,29612.61,92313.44
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,29846,67186.25,28452.17,7277.69,102916.11,22122.46,13455.46,7710.99,43288.91,146205.02
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,43726,62833.51,9415.82,655.23,72904.56,15844.66,12583.89,5342.21,33770.76,106675.32
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,9800,0.0,0.0,118.08,118.08,0.0,0.0,9.03,9.03,127.11
Fiscal,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,8356,20447.0,0.0,1447.49,21894.49,5548.15,5507.91,1738.17,12794.23,34688.72
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,790,"SEIU - Miscellaneous, Local 1021",9100,Street Transit,9506,Snr Permit And Citation Clerk,42498,74613.41,3781.12,0.0,78394.53,16735.74,12500.55,6355.67,35591.96,113986.49
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,43978,39722.19,6466.97,3795.47,49984.63,12672.28,7899.47,3885.99,24457.74,74442.37
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,254,"Transport Workers - Fare Inspectors, Local 250-A",9100,Street Transit,9132,Transit Fare Inspector,7213,65711.76,8947.1,7272.03,81930.89,19697.83,12370.86,6655.99,38724.68,120655.57
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,48025,20002.57,3477.92,380.72,23861.21,4933.27,6194.33,1708.23,12835.83,36697.04
Calendar,2015,4,Community Health,DPH,Public Health,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1406,Senior Clerk,31966,48654.0,0.0,1700.0,50354.0,12024.98,12424.5,4027.47,28476.95,78830.95
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,48088,10308.18,1922.41,89.85,12320.44,2932.85,3261.28,939.95,7134.08,19454.52
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,351,Municipal Executive Association - Miscellaneous,9100,Street Transit,9177,"Manager III, MTA",5969,124131.1,0.0,0.0,124131.1,27234.36,12455.65,17541.99,57232.0,181363.1
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,34593,69738.47,27320.92,9007.79,106067.18,21571.1,13742.63,8090.65,43404.38,149471.56
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,28329,50323.16,4713.63,1267.94,56304.73,14451.15,13247.52,4156.66,31855.33,88160.06
Fiscal,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2718,Custodial Supervisor,30996,7290.01,0.0,0.0,7290.01,1635.14,1341.06,567.37,3543.57,10833.58
Fiscal,2015,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",1400,"Clerical, Secretarial & Steno",1428,Unit Clerk,51723,55249.65,0.0,1280.0,56529.65,12634.78,10649.72,4698.53,27983.03,84512.68
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,23900,65719.12,26465.25,840.1,93024.47,16617.57,13161.32,7135.56,36914.45,129938.92
Fiscal,2015,4,Community Health,DPH,Public Health,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1406,Senior Clerk,4595,429.0,0.0,0.0,429.0,110.7,95.79,38.79,245.28,674.28
Fiscal,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,1118,50422.37,5611.92,1517.52,57551.81,14543.31,13204.07,4325.11,32072.49,89624.3
Calendar,2015,2,"Public Works, Transportation & Commerce",AIR,Airport Commission,790,"SEIU - Miscellaneous, Local 1021",2700,Housekeeping & Laundry,2708,Custodian,40707,56531.0,0.0,2948.4,59479.4,11659.55,12424.5,4817.92,28901.97,88381.37
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,6052,66046.15,12280.38,1316.33,79642.86,18422.99,13015.21,6201.42,37639.62,117282.48
Fiscal,2015,4,Community Health,DPH,Public Health,790,"SEIU - Miscellaneous, Local 1021",1400,"Clerical, Secretarial & Steno",1406,Senior Clerk,51258,32306.14,82.73,0.0,32388.87,8334.98,8766.56,2478.53,19580.07,51968.94
Calendar,2015,2,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,253,"Transport Workers - Transit Operators, Local 250-A",9100,Street Transit,9163,Transit Operator,5531,59923.83,10401.45,1275.16,71600.44,17054.28,11862.36,5430.32,34346.96,105947.4
Calendar,2015,4,Community Health,DPH,Public Health,250,"SEIU - Health Workers, Local 1021",2700,Housekeeping & Laundry,2736,Porter,39612,56531.02,0.0,3035.84,59566.86,12205.93,12424.5,5227.61,29858.04,89424.9
